,Ministère (Client),CODE POSTAL,P,HPH,HCH,HPE,HCE,HH (EJP),P (EJP),CP,CHPH,CHCH,CHPE,CHCE,CHH (EJP),CP (EJP),TOTAL ,Electricité 100% verte (oui/non),Département,Région
1171,Ministères économiques et financiers,75003.0,,84,84,84,84.0,,,0.0,39819.0,5077.0,56694.0,7495.0,,,109085,OUI,PARIS,ILE-DE-FRANCE
1172,Ministères économiques et financiers,75003.0,156.0,156,156,168,168.0,,,0.0,33203.0,9998.0,40597.0,11869.0,,,95667,OUI,PARIS,ILE-DE-FRANCE
1173,Ministères économiques et financiers,75002.0,168.0,168,168,168,168.0,,,0.0,156073.0,38850.0,169383.0,42549.0,,,406855,OUI,PARIS,ILE-DE-FRANCE
1174,Ministères économiques et financiers,75001.0,180.0,180,180,180,180.0,,,0.0,70084.0,22243.0,47247.0,10711.0,,,150285,OUI,PARIS,ILE-DE-FRANCE
1175,Ministères économiques et financiers,75002.0,,192,192,192,192.0,,,0.0,82560.0,18503.0,97556.0,23211.0,,,221830,OUI,PARIS,ILE-DE-FRANCE
1176,Ministères économiques et financiers,75003.0,,90,90,90,90.0,,,0.0,68738.0,22462.0,107362.0,37430.0,,,235992,OUI,PARIS,ILE-DE-FRANCE
1177,Ministères économiques et financiers,75011.0,102.0,102,102,102,102.0,,,0.0,88279.0,29156.0,54801.0,15723.0,,,187959,OUI,PARIS,ILE-DE-FRANCE
1178,Ministères économiques et financiers,75011.0,,144,144,144,144.0,,,0.0,96827.0,19284.0,113014.0,24073.0,,,253198,OUI,PARIS,ILE-DE-FRANCE
1179,Ministères économiques et financiers,75020.0,,60,60,60,60.0,,,0.0,12880.0,5861.0,4382.0,1683.0,,,24806,OUI,PARIS,ILE-DE-FRANCE
1180,Ministères économiques et financiers,75020.0,,60,60,60,60.0,,,0.0,42059.0,16105.0,24183.0,6527.0,,,88874,OUI,PARIS,ILE-DE-FRANCE
1181,Ministères économiques et financiers,75020.0,,60,60,60,60.0,,,0.0,34724.0,12361.0,24377.0,5228.0,,,76690,OUI,PARIS,ILE-DE-FRANCE
1182,Ministères économiques et financiers,75020.0,,60,60,60,60.0,,,0.0,34124.0,12350.0,18290.0,3567.0,,,68331,OUI,PARIS,ILE-DE-FRANCE
1183,Ministères économiques et financiers,75020.0,,60,60,60,60.0,,,0.0,26623.0,10553.0,16299.0,3707.0,,,57182,OUI,PARIS,ILE-DE-FRANCE
1184,Ministères économiques et financiers,75020.0,,60,60,60,60.0,,,0.0,16430.0,7728.0,3751.0,1712.0,,,29621,OUI,PARIS,ILE-DE-FRANCE
1185,Ministères économiques et financiers,75020.0,,84,84,84,84.0,,,0.0,31901.0,12047.0,28354.0,9175.0,,,81477,OUI,PARIS,ILE-DE-FRANCE
1186,Ministères économiques et financiers,75012.0,156.0,156,156,156,156.0,,,0.0,106189.0,32204.0,134052.0,44087.0,,,316532,OUI,PARIS,ILE-DE-FRANCE
1187,Ministères économiques et financiers,75012.0,120.0,120,120,120,120.0,,,0.0,106700.0,21071.0,122021.0,25164.0,,,274956,OUI,PARIS,ILE-DE-FRANCE
1188,Ministères économiques et financiers,75014.0,78.0,78,78,78,78.0,,,0.0,55790.0,12647.0,71374.0,18249.0,,,158060,OUI,PARIS,ILE-DE-FRANCE
1189,Ministères économiques et financiers,75013.0,210.0,210,210,210,210.0,,,56141.0,302048.0,173097.0,450057.0,211319.0,,,1192662,OUI,PARIS,ILE-DE-FRANCE
1190,Ministères économiques et financiers,75006.0,216.0,216,216,216,216.0,,,32704.0,167901.0,56471.0,236393.0,72445.0,,,565914,OUI,PARIS,ILE-DE-FRANCE
1191,Ministères économiques et financiers,75630.0,60.0,60,60,60,60.0,,,0.0,57545.0,7542.0,74018.0,9611.0,,,148716,OUI,,ILE-DE-FRANCE
1192,Ministères économiques et financiers,75005.0,42.0,42,42,42,42.0,,,0.0,37996.0,5974.0,47913.0,8660.0,,,100543,OUI,PARIS,ILE-DE-FRANCE
1193,Ministères économiques et financiers,75007.0,108.0,108,108,108,108.0,,,0.0,87413.0,25672.0,80965.0,21095.0,,,215145,OUI,PARIS,ILE-DE-FRANCE
1194,Ministères économiques et financiers,75016.0,168.0,168,168,168,168.0,,,0.0,92955.0,18196.0,117930.0,23267.0,,,252348,OUI,PARIS,ILE-DE-FRANCE
1195,Ministères économiques et financiers,75015.0,,156,156,156,156.0,,,0.0,104394.0,19681.0,129552.0,26832.0,,,280459,OUI,PARIS,ILE-DE-FRANCE
1196,Ministères économiques et financiers,75116.0,96.0,96,96,96,96.0,,,0.0,60111.0,11724.0,73041.0,14676.0,,,159552,OUI,,ILE-DE-FRANCE
1197,Ministères économiques et financiers,75018.0,96.0,96,96,96,96.0,,,0.0,65936.0,12804.0,77656.0,16184.999999999998,,,172581,OUI,PARIS,ILE-DE-FRANCE
1198,Ministères économiques et financiers,75017.0,192.0,192,216,216,216.0,,,25027.0,137444.0,58165.0,190945.0,69891.0,,,481472,OUI,PARIS,ILE-DE-FRANCE
1199,Ministères économiques et financiers,75008.0,,60,60,60,60.0,,,0.0,33453.0,7205.0,38097.0,8577.0,,,87332,OUI,PARIS,ILE-DE-FRANCE
1200,Ministères économiques et financiers,75018.0,102.0,102,102,102,102.0,,,0.0,43561.0,12254.0,35224.0,8055.999999999999,,,99095,OUI,PARIS,ILE-DE-FRANCE
1201,Ministères économiques et financiers,75017.0,48.0,48,48,48,48.0,,,0.0,49706.0,16385.0,58448.0,20254.0,,,144793,OUI,PARIS,ILE-DE-FRANCE
1202,Ministères économiques et financiers,72000.0,96.0,96,96,96,96.0,,,0.0,61893.0,25368.0,28453.0,8124.000000000001,,,123838,OUI,SARTHE,PAYS DE LA LOIRE
1203,Ministères économiques et financiers,72600.0,,54,54,54,54.0,,,0.0,28956.0,7144.0,32971.0,8944.0,,,78015,OUI,SARTHE,PAYS DE LA LOIRE
1228,Ministères économiques et financiers,72000.0,156.0,156,156,156,156.0,,,6134.0,110197.0,21054.0,141885.0,29823.0,,,309093,OUI,SARTHE,PAYS DE LA LOIRE
1229,Ministères économiques et financiers,72000.0,,156,156,156,156.0,,,0.0,53601.0,11030.0,64090.0,13626.0,,,142347,OUI,SARTHE,PAYS DE LA LOIRE
1230,Ministères économiques et financiers,72000.0,,42,42,42,42.0,,,0.0,17238.0,4135.0,20880.0,5353.0,,,47606,OUI,SARTHE,PAYS DE LA LOIRE
1231,Ministères économiques et financiers,72205.0,,156,156,156,156.0,,,0.0,43366.0,10920.0,49409.0,11962.0,,,115657,OUI,,PAYS DE LA LOIRE
1232,Ministères économiques et financiers,53000.0,140.0,140,140,140,140.0,,,20789.0,101473.0,46802.0,138591.0,60034.0,,,367689,OUI,MAYENNE,PAYS DE LA LOIRE
1233,Ministères économiques et financiers,53000.0,48.0,48,48,48,48.0,,,0.0,41157.0,8914.0,53021.0,12100.0,,,115192,OUI,MAYENNE,PAYS DE LA LOIRE
1234,Ministères économiques et financiers,53000.0,93.0,93,93,93,93.0,,,10578.0,61269.0,22901.0,86713.0,31436.0,,,212897,OUI,MAYENNE,PAYS DE LA LOIRE
1235,Ministères économiques et financiers,53100.0,,54,54,54,54.0,,,0.0,37241.0,8904.0,42752.0,9126.0,,,98023,OUI,MAYENNE,PAYS DE LA LOIRE
1242,Ministères économiques et financiers,53200.0,,54,54,54,54.0,,,0.0,21441.0,5652.0,26055.0,7631.0,,,60779,OUI,MAYENNE,PAYS DE LA LOIRE
1257,Ministères économiques et financiers,49100.0,120.0,120,120,120,120.0,,,0.0,44390.0,11227.0,53503.0,14775.0,,,123895,OUI,,PAYS DE LA LOIRE
1258,Ministères économiques et financiers,49000.0,168.0,168,168,168,168.0,,,0.0,124200.0,27884.0,134961.0,32357.0,,,319402,OUI,MAINE-ET-LOIRE,PAYS DE LA LOIRE
1260,Ministères économiques et financiers,49100.0,42.0,42,42,42,42.0,,,0.0,30327.0,7162.0,32809.0,7985.0,,,78283,OUI,,PAYS DE LA LOIRE
1261,Ministères économiques et financiers,49300.0,,84,84,84,84.0,,,0.0,55273.0,10056.0,69478.0,14527.0,,,149334,OUI,MAINE-ET-LOIRE,PAYS DE LA LOIRE
1262,Ministères économiques et financiers,49150.0,,42,42,42,42.0,,,0.0,24150.0,7349.0,26693.0,8640.0,,,66832,OUI,MAINE-ET-LOIRE,PAYS DE LA LOIRE
1277,Ministères économiques et financiers,49400.0,,60,60,60,60.0,,,0.0,32616.0,7538.0,41373.0,10290.0,,,91817,OUI,MAINE-ET-LOIRE,PAYS DE LA LOIRE
1285,Ministères économiques et financiers,49100.0,,42,42,42,42.0,,,0.0,28936.0,13069.0,11069.0,3521.0,,,56595,OUI,,PAYS DE LA LOIRE
1286,Ministères économiques et financiers,49500.0,48.0,48,48,48,48.0,,,0.0,28311.0,8157.999999999999,29485.0,7530.0,,,73484,OUI,MAINE-ET-LOIRE,PAYS DE LA LOIRE
1299,Ministères économiques et financiers,49400.0,,60,60,60,60.0,,,0.0,24979.0,11531.0,10256.0,3948.0,,,50714,OUI,MAINE-ET-LOIRE,PAYS DE LA LOIRE
1307,Ministères économiques et financiers,28200.0,,42,42,42,42.0,,,0.0,26782.0,6128.0,33149.0,8302.0,,,74361,OUI,EURE-ET-LOIR,CENTRE
1324,Ministères économiques et financiers,28000.0,,42,42,42,42.0,,,0.0,42717.0,18346.0,19306.0,6496.0,,,86865,OUI,EURE-ET-LOIR,CENTRE
1325,Ministères économiques et financiers,28000.0,84.0,84,84,84,84.0,,,8963.0,56570.0,20509.0,27306.0,6623.0,,,119971,OUI,EURE-ET-LOIR,CENTRE
1326,Ministères économiques et financiers,45000.0,54.0,54,54,54,54.0,,,4404.0,22823.0,5646.0,37172.0,8732.0,,,78777,OUI,LOIRET,CENTRE
1327,Ministères économiques et financiers,45770.0,,60,60,60,60.0,,,0.0,44184.0,13503.0,17956.0,5352.0,,,80995,OUI,LOIRET,CENTRE
1328,Ministères économiques et financiers,45100.0,132.0,132,132,132,132.0,,,0.0,98434.0,26955.0,37965.0,11087.0,,,174441,OUI,,CENTRE
1329,Ministères économiques et financiers,45200.0,,96,96,96,96.0,,,0.0,48759.0,12713.0,54155.0,13648.0,,,129275,OUI,LOIRET,CENTRE
1332,Ministères économiques et financiers,45000.0,,60,60,60,60.0,,,0.0,19153.0,3403.0,18724.0,2997.0,,,44277,OUI,LOIRET,CENTRE
1333,Ministères économiques et financiers,45000.0,,78,78,78,78.0,,,0.0,64311.00000000001,27925.0,28044.0,7284.0,,,127564,OUI,LOIRET,CENTRE
1334,Ministères économiques et financiers,41200.0,,60,60,60,60.0,,,0.0,36440.0,9424.0,42818.0,11922.0,,,100604,OUI,LOIR-ET-CHER,CENTRE
1340,Ministères économiques et financiers,41000.0,102.0,102,102,102,102.0,,,0.0,74668.0,17227.0,92665.0,22246.0,,,206806,OUI,LOIR-ET-CHER,CENTRE
1345,Ministères économiques et financiers,41000.0,,42,42,42,42.0,,,0.0,19253.0,8257.0,7875.0,2482.0,,,37867,OUI,LOIR-ET-CHER,CENTRE
1350,Ministères économiques et financiers,37000.0,,48,48,48,48.0,,,0.0,19341.0,8387.0,18959.0,10425.0,,,57112,OUI,INDRE-ET-LOIRE,CENTRE
1351,Ministères économiques et financiers,37500.0,,60,60,60,60.0,,,0.0,38758.0,10563.0,46775.0,13091.0,,,109187,OUI,INDRE-ET-LOIRE,CENTRE
1366,Ministères économiques et financiers,37000.0,244.0,244,244,244,244.0,,,27309.0,138318.0,65927.0,180302.0,74719.0,,,486575,OUI,INDRE-ET-LOIRE,CENTRE
1367,Ministères économiques et financiers,37000.0,,54,54,54,54.0,,,0.0,36921.0,15336.0,43856.0,19117.0,,,115230,OUI,INDRE-ET-LOIRE,CENTRE
1368,Ministères économiques et financiers,37100.0,42.0,42,42,42,42.0,,,0.0,42944.0,16318.000000000002,20187.0,6296.0,,,85745,OUI,,CENTRE
1369,Ministères économiques et financiers,71000.0,,42,42,42,42.0,,,0.0,12020.0,3238.0,12499.0,3571.0,,,31328,OUI,SAONE-ET-LOIRE,BOURGOGNE
1372,Ministères économiques et financiers,71100.0,125.0,125,125,125,125.0,,,10704.0,81654.0,23329.0,101164.0,28973.0,,,245824,OUI,SAONE-ET-LOIRE,BOURGOGNE
1377,Ministères économiques et financiers,71000.0,60.0,60,60,60,60.0,,,0.0,44461.0,9810.0,49845.0,10906.0,,,115022,OUI,SAONE-ET-LOIRE,BOURGOGNE
1380,Ministères économiques et financiers,71400.0,,42,42,42,42.0,,,0.0,28580.0,7032.0,35221.0,9229.0,,,80062,OUI,SAONE-ET-LOIRE,BOURGOGNE
1390,Ministères économiques et financiers,21000.0,81.0,81,81,81,81.0,,,6892.0,35600.0,20588.0,45492.0,21982.0,,,130554,OUI,COTE-D'OR,BOURGOGNE
1391,Ministères économiques et financiers,21000.0,60.0,60,60,60,60.0,,,0.0,41872.0,12955.0,46354.0,15251.0,,,116432,OUI,COTE-D'OR,BOURGOGNE
1392,Ministères économiques et financiers,21000.0,,108,108,108,108.0,,,0.0,32572.000000000004,4766.0,31077.0,6596.0,,,75011,OUI,COTE-D'OR,BOURGOGNE
1393,Ministères économiques et financiers,21140.0,,42,42,42,42.0,,,0.0,14333.0,5312.0,16990.0,7138.0,,,43773,OUI,COTE-D'OR,BOURGOGNE
1410,Ministères économiques et financiers,21000.0,48.0,48,48,48,48.0,,,0.0,25900.0,5934.0,26222.0,6646.0,,,64702,OUI,COTE-D'OR,BOURGOGNE
1411,Ministères économiques et financiers,21000.0,156.0,156,156,156,156.0,,,16376.999999999998,93147.0,23981.0,130320.0,28442.0,,,292267,OUI,COTE-D'OR,BOURGOGNE
1412,Ministères économiques et financiers,21200.0,168.0,168,168,168,168.0,,,0.0,34146.0,8383.0,42280.0,10327.0,,,95136,OUI,COTE-D'OR,BOURGOGNE
1425,Ministères économiques et financiers,21000.0,,132,132,132,132.0,,,0.0,56637.0,16662.0,82270.0,23730.0,,,179299,OUI,COTE-D'OR,BOURGOGNE
1426,Ministères économiques et financiers,21000.0,42.0,42,42,42,42.0,,,0.0,12177.0,3010.0,11269.0,3158.0,,,29614,OUI,COTE-D'OR,BOURGOGNE
1427,Ministères économiques et financiers,89000.0,,120,120,120,120.0,,,0.0,81903.0,33174.0,32972.0,10974.0,,,159023,OUI,YONNE,BOURGOGNE
1430,Ministères économiques et financiers,89000.0,,72,72,72,72.0,,,0.0,39305.0,12697.0,28831.0,7312.0,,,88145,OUI,YONNE,BOURGOGNE
1433,Ministères économiques et financiers,89600.0,,42,42,42,42.0,,,0.0,7018.0,1952.0,6821.0,1206.0,,,16997,OUI,YONNE,BOURGOGNE
1437,Ministères économiques et financiers,89100.0,48.0,48,48,48,48.0,,,0.0,36685.0,9482.0,41913.0,12389.0,,,100469,OUI,YONNE,BOURGOGNE
1455,Ministères économiques et financiers,89000.0,,102,102,102,102.0,,,0.0,29163.0,11093.0,35618.0,13474.0,,,89348,OUI,YONNE,BOURGOGNE
1458,Ministères économiques et financiers,89000.0,,72,72,72,72.0,,,0.0,56528.0,14502.0,66361.0,16922.0,,,154313,OUI,YONNE,BOURGOGNE
1461,Ministères économiques et financiers,58000.0,190.0,210,210,230,230.0,,,21608.0,117613.0,45930.0,206182.0,65105.99999999999,,,456439,OUI,NIEVRE,BOURGOGNE
1465,Ministères économiques et financiers,58007.0,197.0,197,197,233,233.0,,,46832.0,207671.0,216818.0,408316.0,286422.0,,,1166059,OUI,,BOURGOGNE
1466,Ministères économiques et financiers,58000.0,,132,132,132,132.0,,,0.0,71146.0,13758.0,89949.0,19701.0,,,194554,OUI,NIEVRE,BOURGOGNE
1470,Ministères économiques et financiers,44600.0,,66,66,66,66.0,,,0.0,23737.0,8412.0,27643.0,10119.0,,,69911,OUI,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
1471,Ministères économiques et financiers,44600.0,71.0,71,71,71,71.0,,,8696.0,46315.0,16501.0,63095.0,21993.0,,,156600,OUI,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
1472,Ministères économiques et financiers,44300.0,150.0,150,180,180,180.0,,,23993.0,133684.0,95738.0,220678.0,134567.0,,,608660,OUI,,PAYS DE LA LOIRE
1473,Ministères économiques et financiers,44000.0,84.0,84,84,84,84.0,,,0.0,139708.0,60668.0,194939.0,87659.0,,,482974,OUI,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
1474,Ministères économiques et financiers,44200.0,170.0,190,210,210,210.0,,,18904.0,107723.0,64644.99999999999,167384.0,89582.0,,,448238,OUI,,PAYS DE LA LOIRE
1475,Ministères économiques et financiers,44100.0,,42,42,42,42.0,,,0.0,7532.0,1696.0,8543.0,2152.0,,,19923,OUI,,PAYS DE LA LOIRE
1476,Ministères économiques et financiers,44000.0,108.0,108,108,108,108.0,,,0.0,85303.0,24738.0,97907.0,26431.0,,,234379,OUI,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
1477,Ministères économiques et financiers,44110.0,42.0,42,42,42,42.0,,,0.0,24951.0,5789.0,29049.0,7343.0,,,67132,OUI,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
1484,Ministères économiques et financiers,44000.0,,180,180,180,180.0,,,0.0,107614.0,29664.0,137248.0,30673.0,,,305199,OUI,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
1485,Ministères économiques et financiers,44550.0,,42,42,42,42.0,,,0.0,9052.0,2452.0,9800.0,3414.0,,,24718,OUI,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
1487,Ministères économiques et financiers,44100.0,132.0,132,132,132,132.0,,,5868.0,113469.0,27030.0,84751.0,22708.0,,,253826,OUI,,PAYS DE LA LOIRE
1488,Ministères économiques et financiers,44800.0,42.0,42,42,42,42.0,,,0.0,26229.0,12381.0,20920.0,8853.0,,,68383,OUI,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
1489,Ministères économiques et financiers,44000.0,,60,60,60,60.0,,,0.0,20789.0,5430.0,27737.0,8265.0,,,62221,OUI,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
1490,Ministères économiques et financiers,44000.0,42.0,42,42,42,42.0,,,0.0,15556.0,2163.0,15154.0,2922.0,,,35795,OUI,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
1491,Ministères économiques et financiers,44300.0,,102,102,102,102.0,,,0.0,35569.0,18648.0,15930.0,6480.0,,,76627,OUI,,PAYS DE LA LOIRE
1492,Ministères économiques et financiers,44600.0,42.0,42,42,42,42.0,,,0.0,13082.0,4826.0,10812.0,4213.0,,,32933,OUI,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
1493,Ministères économiques et financiers,85000.0,168.0,168,168,168,168.0,,,0.0,136848.0,53094.0,148921.0,60363.0,,,399226,OUI,VENDEE,PAYS DE LA LOIRE
1495,Ministères économiques et financiers,85800.0,,48,48,48,48.0,,,0.0,19727.0,9457.0,10437.0,3209.0,,,42830,OUI,VENDEE,PAYS DE LA LOIRE
1498,Ministères économiques et financiers,85180.0,,72,72,72,72.0,,,0.0,42045.0,14369.0,48732.0,18030.0,,,123176,OUI,VENDEE,PAYS DE LA LOIRE
1499,Ministères économiques et financiers,85300.0,72.0,72,72,72,72.0,,,0.0,48111.0,19607.0,49721.0,20802.0,,,138241,OUI,VENDEE,PAYS DE LA LOIRE
1504,Ministères économiques et financiers,85200.0,54.0,54,54,54,54.0,,,0.0,33821.0,8070.0,38572.0,10976.0,,,91439,OUI,VENDEE,PAYS DE LA LOIRE
1518,Ministères économiques et financiers,35400.0,144.0,144,144,144,144.0,,,2900.0,58799.0,14925.0,69604.0,16628.0,,,162856,OUI,ILLE-ET-VILAINE,BRETAGNE
1519,Ministères économiques et financiers,35500.0,50.0,50,50,50,50.0,,,4210.0,29135.0,10909.0,39384.0,12757.0,,,96395,OUI,ILLE-ET-VILAINE,BRETAGNE
1530,Ministères économiques et financiers,35000.0,146.0,146,146,146,146.0,,,15748.0,75419.0,65325.99999999999,105874.0,64559.0,,,326926,OUI,ILLE-ET-VILAINE,BRETAGNE
1531,Ministères économiques et financiers,35160.0,66.0,66,66,66,66.0,,,0.0,69309.0,20160.0,35605.0,7583.0,,,132657,OUI,ILLE-ET-VILAINE,BRETAGNE
1536,Ministères économiques et financiers,35000.0,70.0,70,70,70,70.0,,,8082.000000000001,45771.0,27848.0,74306.0,39839.0,,,195846,OUI,ILLE-ET-VILAINE,BRETAGNE
1537,Ministères économiques et financiers,35000.0,78.0,78,78,78,78.0,,,5691.0,35895.0,10508.0,52064.0,15225.0,,,119383,OUI,ILLE-ET-VILAINE,BRETAGNE
1538,Ministères économiques et financiers,35300.0,54.0,54,54,54,54.0,,,1277.0,25963.0,6510.0,32658.0,8086.0,,,74494,OUI,ILLE-ET-VILAINE,BRETAGNE
1539,Ministères économiques et financiers,35000.0,,42,42,42,42.0,,,0.0,18498.0,6135.0,22879.0,7051.0,,,54563,OUI,ILLE-ET-VILAINE,BRETAGNE
1540,Ministères économiques et financiers,35000.0,48.0,48,48,48,48.0,,,0.0,42303.0,11352.0,47843.0,14493.0,,,115991,OUI,ILLE-ET-VILAINE,BRETAGNE
1541,Ministères économiques et financiers,35600.0,,42,42,42,42.0,,,0.0,18014.0,5140.0,20601.0,6723.0,,,50478,OUI,ILLE-ET-VILAINE,BRETAGNE
1544,Ministères économiques et financiers,35000.0,,42,42,42,42.0,,,0.0,9084.0,1413.0,11330.0,2333.0,,,24160,OUI,ILLE-ET-VILAINE,BRETAGNE
1545,Ministères économiques et financiers,22000.0,,48,48,48,48.0,,,0.0,23868.0,4611.0,24100.0,5361.0,,,57940,OUI,COTES-D'ARMOR,BRETAGNE
1546,Ministères économiques et financiers,22100.0,72.0,72,72,72,72.0,,,0.0,44060.0,8735.0,50480.0,10095.0,,,113370,OUI,COTES-D'ARMOR,BRETAGNE
1561,Ministères économiques et financiers,22200.0,72.0,72,72,72,72.0,,,0.0,44544.0,9291.0,50494.0,10880.0,,,115209,OUI,COTES-D'ARMOR,BRETAGNE
1571,Ministères économiques et financiers,22000.0,,42,42,42,42.0,,,0.0,26342.0,6429.0,31347.0,8398.0,,,72516,OUI,COTES-D'ARMOR,BRETAGNE
1572,Ministères économiques et financiers,22000.0,56.0,56,56,56,56.0,,,4981.0,25471.0,9823.0,36338.0,12900.0,,,89513,OUI,COTES-D'ARMOR,BRETAGNE
1573,Ministères économiques et financiers,22600.0,,60,60,60,60.0,,,0.0,28662.0,5288.0,34541.0,6637.0,,,75128,OUI,COTES-D'ARMOR,BRETAGNE
1580,Ministères économiques et financiers,22000.0,,168,168,168,168.0,,,0.0,96952.0,18721.0,119033.0,25473.0,,,260179,OUI,COTES-D'ARMOR,BRETAGNE
1581,Ministères économiques et financiers,22300.0,,60,60,60,60.0,,,0.0,44037.0,10181.0,51789.0,10770.0,,,116777,OUI,COTES-D'ARMOR,BRETAGNE
1590,Ministères économiques et financiers,29270.0,,42,42,42,42.0,,,0.0,21376.0,6817.0,23479.0,6762.0,,,58434,OUI,FINISTERE,BRETAGNE
1596,Ministères économiques et financiers,29200.0,48.0,48,48,48,48.0,,,1871.0,32126.0,6702.0,41344.0,8941.0,,,90984,OUI,FINISTERE,BRETAGNE
1597,Ministères économiques et financiers,29200.0,,204,204,204,204.0,,,0.0,133844.0,24406.0,162918.0,32567.0,,,353735,OUI,FINISTERE,BRETAGNE
1598,Ministères économiques et financiers,29200.0,60.0,60,60,60,60.0,,,0.0,57108.0,14412.0,60292.0,15020.0,,,146832,OUI,FINISTERE,BRETAGNE
1599,Ministères économiques et financiers,29200.0,,42,42,42,42.0,,,0.0,14666.0,4162.0,14251.0,3895.0,,,36974,OUI,FINISTERE,BRETAGNE
1600,Ministères économiques et financiers,29600.0,,42,42,42,42.0,,,0.0,19636.0,1639.0,12286.0,2368.0,,,35929,OUI,FINISTERE,BRETAGNE
1604,Ministères économiques et financiers,29200.0,,78,78,78,78.0,,,0.0,29201.0,13471.0,16764.0,8286.0,,,67722,OUI,FINISTERE,BRETAGNE
1605,Ministères économiques et financiers,29600.0,,66,66,66,66.0,,,0.0,60692.0,12664.0,79628.0,17051.0,,,170035,OUI,FINISTERE,BRETAGNE
1609,Ministères économiques et financiers,29000.0,78.0,78,78,78,78.0,,,0.0,51820.0,14151.0,48119.0,9134.0,,,123224,OUI,FINISTERE,BRETAGNE
1610,Ministères économiques et financiers,29000.0,48.0,48,48,48,48.0,,,0.0,30593.0,7960.0,29580.0,8491.0,,,76624,OUI,FINISTERE,BRETAGNE
1611,Ministères économiques et financiers,29000.0,,60,60,60,60.0,,,0.0,43842.0,18138.0,23902.0,7893.0,,,93775,OUI,FINISTERE,BRETAGNE
1612,Ministères économiques et financiers,29300.0,48.0,48,48,48,48.0,,,714.0,31026.0,6483.0,32383.000000000004,7654.0,,,78260,OUI,FINISTERE,BRETAGNE
1619,Ministères économiques et financiers,56000.0,180.0,180,180,180,180.0,,,28814.0,141625.0,54928.0,190429.0,64422.0,,,480218,OUI,MORBIHAN,BRETAGNE
1620,Ministères économiques et financiers,56100.0,90.0,90,90,90,90.0,,,0.0,54483.0,11273.0,60195.0,13766.0,,,139717,OUI,MORBIHAN,BRETAGNE
1621,Ministères économiques et financiers,56100.0,72.0,72,72,72,72.0,,,1208.0,21668.0,7380.0,21503.0,7136.0,,,58895,OUI,MORBIHAN,BRETAGNE
1622,Ministères économiques et financiers,56000.0,,54,54,54,54.0,,,0.0,21079.0,3427.0,30069.0,5843.0,,,60418,OUI,MORBIHAN,BRETAGNE
1623,Ministères économiques et financiers,56300.0,,78,78,78,78.0,,,0.0,46328.0,8846.0,51304.0,11636.0,,,118114,OUI,MORBIHAN,BRETAGNE
1629,Ministères économiques et financiers,56000.0,66.0,66,66,96,96.0,,,0.0,56233.0,14833.0,66635.0,19682.0,,,157383,OUI,MORBIHAN,BRETAGNE
1630,Ministères économiques et financiers,16000.0,111.0,111,111,111,111.0,,,16389.0,82624.0,32984.0,100095.0,33809.0,,,265901,OUI,CHARENTE,POITOU-CHARENTES
1631,Ministères économiques et financiers,16100.0,60.0,60,60,60,60.0,,,5623.0,28116.0,11567.0,35735.0,13128.0,,,94169,OUI,CHARENTE,POITOU-CHARENTES
1639,Ministères économiques et financiers,16000.0,,42,42,42,42.0,,,0.0,34332.0,11334.0,39653.0,12419.0,,,97738,OUI,CHARENTE,POITOU-CHARENTES
1640,Ministères économiques et financiers,17000.0,,66,66,66,66.0,,,0.0,20984.0,5854.0,25250.0,7312.0,,,59400,OUI,CHARENTE-MARITIME,POITOU-CHARENTES
1641,Ministères économiques et financiers,17000.0,42.0,42,42,42,42.0,,,0.0,23366.0,7991.0,14654.0,4814.0,,,50825,OUI,CHARENTE-MARITIME,POITOU-CHARENTES
1642,Ministères économiques et financiers,17205.0,,60,60,60,60.0,,,0.0,21758.0,9519.0,9421.0,3200.0,,,43898,OUI,,POITOU-CHARENTES
1643,Ministères économiques et financiers,17000.0,,60,60,60,60.0,,,0.0,26102.0,5509.0,11595.0,2574.0,,,45780,OUI,CHARENTE-MARITIME,POITOU-CHARENTES
1644,Ministères économiques et financiers,17000.0,175.0,175,175,175,175.0,,,33874.0,161237.0,94339.0,118108.0,44283.0,,,451841,OUI,CHARENTE-MARITIME,POITOU-CHARENTES
1645,Ministères économiques et financiers,79300.0,54.0,54,54,54,54.0,,,0.0,32548.0,8565.0,32951.0,8430.0,,,82494,OUI,DEUX-SEVRES,POITOU-CHARENTES
1649,Ministères économiques et financiers,79000.0,,84,84,84,84.0,,,0.0,35192.0,11660.0,39443.0,13361.0,,,99656,OUI,DEUX-SEVRES,POITOU-CHARENTES
1652,Ministères économiques et financiers,86100.0,48.0,48,48,48,48.0,,,0.0,27468.0,6690.0,37873.0,10895.0,,,82926,OUI,VIENNE,POITOU-CHARENTES
