,CHCE,CHCH,CHH (EJP),CHPE,CHPH,CODE POSTAL,CP,CP (EJP),Département,Electricité 100% verte (oui/non),HCE,HCH,HH (EJP),HPE,HPH,Ministère (Client),P,P (EJP),Région,TOTAL,Unnamed: 0,Unnamed: 0.1
27,19215.0,23091.0,0.0,67238.0,77696.0,92320.0,0.0,0.0,HAUTS-DE-SEINE,OUI,120.0,120.0,0.0,120.0,120.0,Ministère des Affaires étrangères et du Développement international,0.0,0.0,ILE-DE-FRANCE,187240,44,
28,41136.0,22345.0,0.0,167540.0,93408.0,75007.0,15770.0,0.0,PARIS,OUI,200.0,180.0,0.0,200.0,180.0,Ministère des Affaires étrangères et du Développement international,160.0,0.0,ILE-DE-FRANCE,340199,45,
29,5658.0,5570.0,0.0,16621.0,16253.0,75016.0,0.0,0.0,PARIS,OUI,54.0,54.0,0.0,54.0,54.0,Ministère des Affaires étrangères et du Développement international,0.0,0.0,ILE-DE-FRANCE,44102,46,
30,21432.0,16050.0,0.0,46796.0,35824.0,78170.0,0.0,0.0,YVELINES,OUI,72.0,72.0,0.0,72.0,72.0,Ministère des Affaires étrangères et du Développement international,0.0,0.0,ILE-DE-FRANCE,120102,47,
31,24750.0,24048.0,0.0,85325.0,73770.0,78170.0,0.0,0.0,YVELINES,OUI,240.0,240.0,0.0,240.0,240.0,Ministère des Affaires étrangères et du Développement international,240.0,0.0,ILE-DE-FRANCE,207893,48,
32,5186.0,15125.0,,15517.0,36121.0,59393.0,0.0,,,OUI,78.0,78.0,,78.0,78.0,Ministères économiques et financiers,,,NORD-PAS-DE-CALAIS,71949,49,
33,11021.0,10290.0,,46561.0,44635.0,59800.0,0.0,,,OUI,72.0,72.0,,72.0,72.0,Ministères économiques et financiers,72.0,,NORD-PAS-DE-CALAIS,112507,50,
34,7191.0,3485.0,,51766.0,40989.0,59000.0,0.0,,NORD,OUI,102.0,102.0,,102.0,102.0,Ministères économiques et financiers,,,NORD-PAS-DE-CALAIS,103431,51,
35,64664.0,50053.0,,192843.0,133841.0,59800.0,25241.0,,,OUI,158.0,158.0,,158.0,158.0,Ministères économiques et financiers,158.0,,NORD-PAS-DE-CALAIS,466642,52,
36,24564.0,16628.0,,98857.0,86560.0,59200.0,0.0,,NORD,OUI,108.0,108.0,,108.0,108.0,Ministères économiques et financiers,,,NORD-PAS-DE-CALAIS,226609,53,
37,3893.0,9552.0,,11166.0,21972.0,59000.0,0.0,,NORD,OUI,54.0,54.0,,54.0,54.0,Ministères économiques et financiers,,,NORD-PAS-DE-CALAIS,46583,54,
38,104804.0,139016.0,,194369.0,207487.0,59800.0,38539.0,,,OUI,216.0,216.0,,216.0,216.0,Ministères économiques et financiers,216.0,,NORD-PAS-DE-CALAIS,684215,55,
39,16183.0,10049.0,,79140.0,57913.0,59000.0,0.0,,NORD,OUI,84.0,84.0,,84.0,84.0,Ministères économiques et financiers,,,NORD-PAS-DE-CALAIS,163285,56,
40,2518.0,8698.0,,10125.0,23687.0,59290.0,0.0,,NORD,OUI,48.0,48.0,,48.0,48.0,Ministères économiques et financiers,,,NORD-PAS-DE-CALAIS,45028,57,
41,20140.0,13648.0,,78798.0,61324.0,59466.0,0.0,,,OUI,96.0,96.0,,96.0,96.0,Ministères économiques et financiers,,,NORD-PAS-DE-CALAIS,173910,58,
42,20003.0,15431.0,,104372.0,79680.0,59100.0,4610.0,,NORD,OUI,132.0,132.0,,132.0,132.0,Ministères économiques et financiers,132.0,,NORD-PAS-DE-CALAIS,224096,59,
43,1698.0,1418.0,,7193.0,4902.0,59700.0,922.0,,NORD,OUI,52.0,52.0,,52.0,52.0,Ministères économiques et financiers,52.0,,NORD-PAS-DE-CALAIS,16133,60,
44,6275.0,10431.0,,25190.0,48406.0,59041.0,0.0,,,OUI,66.0,66.0,,66.0,66.0,Ministères économiques et financiers,,,NORD-PAS-DE-CALAIS,90302,61,
45,15317.0,11678.0,,50838.0,36213.0,59600.0,4893.0,,NORD,OUI,89.0,89.0,,89.0,75.0,Ministères économiques et financiers,75.0,,NORD-PAS-DE-CALAIS,118939,62,
46,14198.0,13153.0,,49579.0,36569.0,59440.0,0.0,,NORD,OUI,66.0,66.0,,66.0,66.0,Ministères économiques et financiers,,,NORD-PAS-DE-CALAIS,113499,71,
47,30666.0,21007.0,,90535.0,55163.0,59500.0,10921.0,,NORD,OUI,90.0,90.0,,90.0,90.0,Ministères économiques et financiers,90.0,,NORD-PAS-DE-CALAIS,208292,85,
48,13766.0,10709.0,,78924.0,54373.0,62300.0,9374.0,,PAS-DE-CALAIS,OUI,78.0,78.0,,78.0,78.0,Ministères économiques et financiers,78.0,,NORD-PAS-DE-CALAIS,167146,86,
49,5492.0,4356.0,,24797.0,21682.0,62110.0,0.0,,PAS-DE-CALAIS,OUI,42.0,42.0,,42.0,42.0,Ministères économiques et financiers,42.0,,NORD-PAS-DE-CALAIS,56327,88,
50,38.0,0.0,,132.0,109.0,59211.0,0.0,,NORD,OUI,42.0,42.0,,42.0,42.0,Ministères économiques et financiers,,,NORD-PAS-DE-CALAIS,279,89,
51,23004.0,16729.0,,60258.0,42233.0,62219.0,5552.0,,PAS-DE-CALAIS,OUI,70.0,70.0,,70.0,70.0,Ministères économiques et financiers,70.0,,NORD-PAS-DE-CALAIS,147776,90,
52,15325.0,13383.0,,40340.0,29457.0,62130.0,3236.0,,PAS-DE-CALAIS,OUI,65.0,65.0,,65.0,65.0,Ministères économiques et financiers,65.0,,NORD-PAS-DE-CALAIS,101741,92,
53,8576.0,6678.0,,37775.0,29588.0,62700.0,0.0,,PAS-DE-CALAIS,OUI,42.0,42.0,,42.0,42.0,Ministères économiques et financiers,,,NORD-PAS-DE-CALAIS,82617,125,
54,3489.0,2654.0,,16061.0,12627.0,62190.0,0.0,,PAS-DE-CALAIS,OUI,42.0,42.0,,42.0,42.0,Ministères économiques et financiers,,,NORD-PAS-DE-CALAIS,34831,126,
55,2523.0,2179.0,,17426.0,19150.0,62000.0,0.0,,PAS-DE-CALAIS,OUI,48.0,48.0,,48.0,48.0,Ministères économiques et financiers,,,NORD-PAS-DE-CALAIS,41278,134,
56,12486.0,10529.0,,69888.0,61581.0,62000.0,0.0,,PAS-DE-CALAIS,OUI,96.0,96.0,,96.0,96.0,Ministères économiques et financiers,96.0,,NORD-PAS-DE-CALAIS,154484,136,
57,6229.0,11914.0,,24034.0,41151.0,62223.0,0.0,,PAS-DE-CALAIS,OUI,48.0,48.0,,48.0,48.0,Ministères économiques et financiers,48.0,,NORD-PAS-DE-CALAIS,83328,138,
58,21325.0,15262.0,,68391.0,56470.0,62000.0,0.0,,PAS-DE-CALAIS,OUI,60.0,60.0,,60.0,60.0,Ministères économiques et financiers,60.0,,NORD-PAS-DE-CALAIS,161448,146,
59,17531.0,12994.0,,50744.0,35100.0,62200.0,7205.0,,PAS-DE-CALAIS,OUI,70.0,70.0,,70.0,70.0,Ministères économiques et financiers,70.0,,NORD-PAS-DE-CALAIS,123574,148,
60,7048.0,17245.0,,16984.0,36045.0,62230.0,0.0,,PAS-DE-CALAIS,OUI,132.0,132.0,,132.0,132.0,Ministères économiques et financiers,,,NORD-PAS-DE-CALAIS,77322,149,
61,14369.0,8025.0,,46532.0,16881.0,62170.0,3520.0,,PAS-DE-CALAIS,OUI,70.0,70.0,,70.0,70.0,Ministères économiques et financiers,70.0,,NORD-PAS-DE-CALAIS,89327,150,
62,19702.0,14601.0,,109059.0,92173.0,59140.0,0.0,,NORD,OUI,120.0,120.0,,120.0,120.0,Ministères économiques et financiers,120.0,,NORD-PAS-DE-CALAIS,235535,179,
63,3991.0,2862.0,,17117.0,13674.0,59140.0,0.0,,NORD,OUI,48.0,48.0,,48.0,48.0,Ministères économiques et financiers,,,NORD-PAS-DE-CALAIS,37644,180,
64,7971.0,11157.0,,23759.0,32150.0,59140.0,0.0,,NORD,OUI,48.0,48.0,,48.0,48.0,Ministères économiques et financiers,48.0,,NORD-PAS-DE-CALAIS,75037,181,
65,16401.0,11008.0,,83876.0,65645.0,62100.0,0.0,,PAS-DE-CALAIS,OUI,90.0,90.0,,90.0,90.0,Ministères économiques et financiers,90.0,,NORD-PAS-DE-CALAIS,176930,182,
66,4113.0,9511.0,,12561.0,23385.0,59430.0,0.0,,,OUI,54.0,54.0,,54.0,54.0,Ministères économiques et financiers,,,NORD-PAS-DE-CALAIS,49570,183,
67,10801.0,13908.0,,22663.0,28525.0,62200.0,0.0,,PAS-DE-CALAIS,OUI,78.0,78.0,,78.0,78.0,Ministères économiques et financiers,,,NORD-PAS-DE-CALAIS,75897,184,
68,12182.0,8292.0,,41499.0,31058.0,80000.0,0.0,,SOMME,OUI,90.0,90.0,,90.0,90.0,Ministères économiques et financiers,90.0,,PICARDIE,93031,185,
69,28521.0,23682.0,,96122.0,86808.0,80000.0,0.0,,SOMME,OUI,84.0,84.0,,84.0,84.0,Ministères économiques et financiers,84.0,,PICARDIE,235133,186,
70,9983.0,9349.0,,43575.0,41623.0,80000.0,0.0,,SOMME,OUI,96.0,96.0,,96.0,96.0,Ministères économiques et financiers,96.0,,PICARDIE,104530,187,
71,17019.0,12080.0,,64537.00000000001,50826.0,60200.0,0.0,,OISE,OUI,72.0,72.0,,72.0,72.0,Ministères économiques et financiers,72.0,,PICARDIE,144462,188,
72,13797.0,10496.0,,46113.0,39036.0,60600.0,0.0,,OISE,OUI,54.0,54.0,,54.0,54.0,Ministères économiques et financiers,,,PICARDIE,109442,189,
